module,type,name,res_id,src,value
xpr_project,sql_constraint,xpr_project.routing,0,A route already exists with this JIRA template. Key must be unique.,Une règle existe déjà pour ce patron JIRA. La clé doit être unique.
xpr_project,sql_constraint,project.task,0,A task already exists with this JIRA key. Key must be unique.,Une tâche existe déjà avec cette clé JIRA. La clé doit être unique.
xpr_project,model,"ir.model,name",xpr_project.model_base_action_rule,Action Rules,Règles d'action
xpr_project,view,project.task,xpr_project.task_form,Ask Update,Demander une mise à jour
xpr_project,view,xpr_project.update_message,xpr_project.ask_update_message,Ask specification update,Demander une mise à jour des spécifications
xpr_project,model,"ir.actions.act_window,name",xpr_project.attachment_action,Attachments,Pièces jointes
xpr_project,model,"ir.ui.menu,name",xpr_project.attachment_action_menu,Attachments,Pièces jointes
xpr_project,field,"xpr_project.routing,attachment_names",0,Attachments,Pièces jointes
xpr_project,view,xpr_project.update_message,xpr_project.ask_update_message,Cancel,Canceler
xpr_project,field,"xpr_project.routing,categories",0,Categories,Catégories
xpr_project,model,"ir.model,name",xpr_project.model_xpr_project_attachment_label,"Category of project's task, issue, ...","Catégorie des tâches de projet, des problèmes, ..."
xpr_project,model,"xpr_project.attachment.label,name",xpr_project.attachment_label_commit,Commit Clauses,Sauvegarder Clauses
xpr_project,field,"xpr_project.attachment.label,create_uid",0,Created by,Créé par
xpr_project,field,"xpr_project.routing,create_uid",0,Created by,Créé par
xpr_project,field,"xpr_project.update_message,create_uid",0,Created by,Créé par
xpr_project,field,"xpr_project.attachment.label,create_date",0,Created on,Créé le
xpr_project,field,"xpr_project.routing,create_date",0,Created on,Créé le
xpr_project,field,"xpr_project.update_message,create_date",0,Created on,Créé le
xpr_project,model,"xpr_project.attachment.label,name",xpr_project.attachment_label_domain,Domain Form,Formulaire de domaine
xpr_project,model,"xpr_project.attachment.label,name",xpr_project.attachment_label_isw,ISW,ISW
xpr_project,field,"project.task,jira_issue_key",0,JIRA Issue,Entée JIRA
xpr_project,field,"project.task,jira_template_name",0,JIRA Project Template,Patron de projet JIRA
xpr_project,field,"xpr_project.routing,jira_template_name",0,JIRA Template Name,Patron de projet JIRA
xpr_project,field,"xpr_project.attachment.label,write_uid",0,Last Updated by,Dernière mise à jour par
xpr_project,field,"xpr_project.routing,write_uid",0,Last Updated by,Dernière mise à jour par
xpr_project,field,"xpr_project.update_message,write_uid",0,Last Updated by,Dernière mise à jour par
xpr_project,field,"xpr_project.attachment.label,write_date",0,Last Updated on,Dernière mise à jour le
xpr_project,field,"xpr_project.routing,write_date",0,Last Updated on,Dernière mise à jour le
xpr_project,field,"xpr_project.update_message,write_date",0,Last Updated on,Dernière mise à jour le
xpr_project,field,"xpr_project.update_message,message",0,Message,Message
xpr_project,field,"xpr_project.attachment.label,name",0,Name,Nom
xpr_project,model,"email.template,subject",xpr_project.template_order_bill_ready,Bill Order for ${object.partner_id != False and object.partner_id.name or object.contact_name},Contrat à facturer pour ${object.partner_id != False and object.partner_id.name or object.contact_name}
xpr_project,model,"email.template,body_html",xpr_project.template_order_bill_ready,"This order is ready to be billed: <a href=""${object.form_url|safe}"">${object.name}</a>","Veuillez facturer ce contrat : <a href=""${object.form_url|safe}"">${object.name}</a>"
xpr_project,view,project.project,xpr_project.project_form,Other Info,Autres informations
xpr_project,model,"xpr_project.attachment.label,name",xpr_project.attachment_label_ppa,PPA,PPA
xpr_project,model,"email.template,subject",xpr_project.template_project_confirmation,Project specs to approve: ${object.name},Spécifications de projet à approuver: ${object.name}
xpr_project,model,"email.template,body_html",xpr_project.template_project_confirmation,"Please confirm specification files for project <a href=""${object.form_url|safe}"">${object.name}</a>.","Confirmez les fichiers de spécifications pour le projet <a href=""${object.form_url|safe}"">${object.name}</a>."
xpr_project,model,"ir.model,name",xpr_project.model_project_project,Project,Projet
xpr_project,field,"xpr_project.routing,manager",0,Project Manager,Gestionnaire de Project
xpr_project,field,"xpr_project.update_message,project_id",0,Project id,Project id
xpr_project,model,"xpr_project.attachment.label,name",xpr_project.attachment_label_questionnaire,Questionnaire,Questionnaire
xpr_project,model,"ir.actions.act_window,name",xpr_project.routing_action,Routing,Aiguillage
xpr_project,model,"ir.ui.menu,name",xpr_project.routing_menu,Routing,Aiguillage
xpr_project,field,"project.task,rule",0,Rule,Règle
xpr_project,model,"ir.ui.menu,name",xpr_project.routing_rules_menu,Rules,Règles
xpr_project,model,"ir.model,name",xpr_project.model_sale_order,Sales Order,Commande de vente
xpr_project,view,project.task,xpr_project.task_form,See Specifications,Voir Spécifications
xpr_project,model,"email.template,subject",xpr_project.ask_update_mail,Revise Project Specifications for ${object.partner_id != False and object.partner_id.name or object.contact_name},Révision de Spécifications : ${object.name} de ${object.partner_id != False and object.partner_id.name or object.contact_name}
xpr_project,model,"email.template,body_html",xpr_project.ask_update_mail,"Please revise the specifications for this project: <a href=""${object.form_url|safe}"">${object.name}</a><br>Production notes:<br>${ctx.get('message','')}","Les spécifications doivent être mis à jour pour commencer la production de :&nbsp;<a href=""${object.form_url|safe}"">${object.name}</a>.<br>Notes de la production :<br>${ctx.get('message','')}"
xpr_project,view,sale.order,xpr_project.view_order_form,Specifications,Spécifications
xpr_project,model,"xpr_project.attachment.label,name",xpr_project.attachment_label_ttr,TTR,TTR
xpr_project,model,"ir.model,name",xpr_project.model_project_task,Task,Tâche
xpr_project,view,xpr_project.update_message,xpr_project.ask_update_message,Write Approval message,Écrivez un message d'approbation
xpr_project,view,project.task,xpr_project.task_form,Expected Delivery Date,Date de livraison prévue
xpr_project,view,project.project,xpr_project.project_form,See Specifications,Voir Spécifications
xpr_project,field,"project.project,salesperson",0,Salesperson,Vendeur
xpr_project,help,"project.project,salesperson",0,Source of contract and provider of specs.,Source du contrat et des specs.
xpr_project,field,"xpr_project.delivery_delay,create_date",0,Created on,Crée le
xpr_project,view,project.project,xpr_project.project_form,Is Live,En ligne
xpr_project,field,"project.task,salesperson",0,Salesperson,Vendeur
xpr_project,model,"ir.actions.act_window,name",xpr_project.account_manager_action,Account Manager,Gestionnaire de compte
xpr_project,field,"sale.order,live_date",0,Live Date,Date de mise en ligne
xpr_project,help,"sale.order,live_date",0,Official launch date of the project.,Date de mise en ligne officielle du projet.
xpr_project,field,"sale.order,expected_delivery_date",0,Expected Delivery Date,Date de livraison prévue
xpr_project,help,"sale.order,expected_delivery_date",0,Estimated delivery date of the project.,Date de livraison estimée du projet.
xpr_project,field,"sale.order,delivery_date",0,Delivery Date,Date de livraison
xpr_project,help,"sale.order,delivery_date",0,Actual delivery date of the project.,Date de livraison réelle du projet.
xpr_project,field,"sale.order,renew_date",0,Renew Date,Date de renouvellement
xpr_project,help,"sale.order,renew_date",0,Date of contract renewal.,Date de renouvellement du contrat.
xpr_project,model,"ir.ui.menu,name",xpr_project.account_manager_menu,Account Manager,Gestionnaire de compte
xpr_project,field,"xpr_project.delivery_delay,write_uid",0,Last Updated by,Dernière mise à jour par
xpr_project,view,project.project,xpr_project.project_form,Close Project,Fermer le projet
xpr_project,model,"ir.actions.act_window,name",xpr_project.delivery_delay_action,Delivery Delay,Delai de livraison
xpr_project,view,project.project,xpr_project.project_form,Approve,Approuvé
xpr_project,field,"sale.order,cancel_date",0,Cancel Date,Date d'annulation
xpr_project,field,"xpr_project.delivery_delay,create_uid",0,Created by,Créé par
xpr_project,field,"xpr_project.account_manager,manager",0,Account Manager,Gestionnaire de compte
xpr_project,help,"sale.order,cancel_date",0,Signed contract was cancelled at this date.,Contrat signé fut annulé à cette date.
xpr_project,view,project.project,xpr_project.project_form,Ask Update,Demander une mise à jour
xpr_project,view,project.project,xpr_project.project_form,New Project Based on Template,Nouveau projet basé sur un modèle
xpr_project,field,"xpr_project.delivery_delay,delay",0,Delay in Days,Delai en jours
xpr_project,field,"xpr_project.delivery_delay,write_date",0,Last Updated on,Dernière mise à jour
xpr_project,field,"xpr_project.account_manager,sequence",0,Sequence,Sequence
xpr_project,model,"ir.ui.menu,name",xpr_project.delivery_delay_menu,Delivery Delay,Délai de livraison
xpr_project,field,"xpr_project.account_manager,write_uid",0,Last Updated by,Dernière mise à jour par
xpr_project,view,project.project,xpr_project.project_form,Expected Delivery Date,Date de livraison prévue
xpr_project,field,"xpr_project.account_manager,create_date",0,Created on,Créé le
xpr_project,view,sale.order,xpr_project.sale_order_search,Order Month,Mois de commande
xpr_project,field,"xpr_project.account_manager,rule",0,Rule,Règle
xpr_project,field,"xpr_project.update_message,salesperson",0,Salesperson,Vendeur
xpr_project,field,"xpr_project.account_manager,write_date",0,Last Updated on,Dernière mise à jour
xpr_project,view,sale.order,xpr_project.sale_order_search,Renewal Month,Mois de renouvellement
xpr_project,field,"xpr_project.update_message,carbon_copy",0,Also to:,Aussi à:
xpr_project,view,project.task,xpr_project.task_tree,Expected Delivery Date,Date de livraison prévue
xpr_project,help,"project.project,specs_approval_date",0,Approval date of the specifications provided to begin the project.,Date d'approbation des spécifications fournies pour débuter le projet.
xpr_project,field,"project.project,specs_approval_date",0,Specs Approval Date,Date d'approbation des specs
xpr_project,help,"project.task,specs_approval_date",0,Approval date of the specifications provided to begin the project.,Date d'approbation des spécifications fournies pour débuter le projet.
xpr_project,field,"project.task,specs_approval_date",0,Specs Approval Date,Date d'approbation des specs
xpr_project,view,project.task,xpr_project.task_form,Estimated delivery date of the project.,Date de livraison estimée du projet.
xpr_project,view,project.project,xpr_project.project_form,Estimated delivery date of the project.,Date de livraison estimée du projet.
xpr_project,view,ir.attachment,xpr_project.view_attachment_form,Update,Mise à jour
xpr_project,view,ir.attachment,xpr_project.view_attachment_form,on,le
